ID,Type,Title,Abstract,Primary Author,Link,Primary Affiliation,CoAuthors,year
841,Targeted Poster,Gender and Student Achievement with Peer Instruction,"We investigated the effect of physics education research-based teaching methods on the gender gap in conceptual understanding in introductory physics. We analyzed data from the introductory calculus-based mechanics course for non-majors at Harvard University taught traditionally and taught with different degrees of interactive engagement. On average, female students have lower Force Concept Inventory (FCI) pretest scores than males. Teaching with Peer Instruction not only yields significantly greater FCI posttest scores for both males and females but also reduces the FCI posttest gender gap. Teaching with several interactive components (Peer Instruction, Tutorials in Introductory Physics, and Just-in-Time Teaching) eliminates the FCI posttest gender gap, and no gender disparity exists in grades, in spite of females' lower FCI pretest scores. We also analyzed data from the algebra-based mechanics course; although the gender gap reduction is not as pronounced as in the calculus-based course, interactive teaching also reduces the gender gap.",Catherine Crouch,http://www.per-central.org/perc/2008/detail.cfm?ID=841,"Department of Physics, Swarthmore College","Mercedes Lorenzo, IES Universidad Laboral, Albacete, Spain - mercepolo@hotmail.com
Jessica Watkins and Eric Mazur, Division of Engineering and Applied Science, Harvard University - watkinsj@seas.harvard.edu, mazur@physics.harvard.edu",2008
847,Targeted Poster,Helping Students Develop Scientific Habits of Mind,"This poster will describe the iterative process of the development of curriculum that focuses on helping students develop scientific abilities while constructing physics knowledge. The central idea of the curriculum is formative assessment and self-assessment, which were found to be the most powerful interventions to improve student learning. Formative assessment, done through specially designed rubrics, not only provides feedback to the students but most importantly provides feedback to instructors. Rubrics used for research purposes allow us to document student progress, their difficulties, and to subsequently revise curriculum materials. We will provide the details of the curriculum development and examples of student work that show how their learning changes from year to year as we improve the materials.",Eugenia Etkina,http://www.per-central.org/perc/2008/detail.cfm?ID=847,Rutgers University,"A. Karelina and M. Ruibal-Villasenor
Rutgers University",2008
843,Targeted Poster,Improving Learning for Underrepresented Groups in Introductory Physics for Engineering Majors,"The Extended Physics program at Rutgers University has been successfully improving the learning and degree completion of students from groups underrepresented in STEM majors (science, technology, engineering and mathematics) for nearly 20 years.  This poster will target what we are doing to address the issues known to contribute to the low representation of women and some ethnic minority groups, with an emphasis on the importance of discipline- specific reforms in attaining equitable representation in STEM professions.  We have diversified assessment in the program and will present information on assessment instruments we've developed that help us measure whether or not we are reaching our goals.",Suzanne White Brahmia,http://www.per-central.org/perc/2008/detail.cfm?ID=843,"Department of Physics and Astronomy; Rutgers, the State University of New Jersey",,2008
829,Targeted Poster,"Inside the Golden Kingdom: Views of Physics from ""Inside the Double Bind""","The project, ""Inside the Double Bind: A Synthesis of Literature on Women of Color in Science, Technology, Engineering, and Mathematics"" (NSF/DRL # 0635577), synthesizes literature on women of color in STEM fields, specifically U.S.-born African Americans, Asian Americans/ Pacific Islanders, Chicanas/Latinas, Alaska Natives, and Native Americans. Rachel Ivie and Kim Nies Ray stated in 2005 [1],  ""[m]inority women especially represent a great, untapped resource that can be drawn on to increase the size of the scientific workforce,"" and this study seeks to address this serious problem by identifying challenges, strategies that work, and research gaps. In this poster, we will summarize findings from 8 empirical research papers and 10 personal narratives describing the experiences of women of color in physics. We will give priority to issues relating to the teaching and learning of physics, and our recommendations will center on practical advice for physics educators and education researchers.

1. Rachel Ivie and Kim Nies Ray. Women in Physics and Astronomy, 2005. College Park, MD: American Institute of Physics, 2005.",Apriel K. Hodari,http://www.per-central.org/perc/2008/detail.cfm?ID=829,National Society of Black Physicists,"Maria (Mia) Ong
TERC
ong.mia@terc.edu",2008
844,Targeted Poster,Learning and Success in Introductory Physics for Black Science Students in the Post-Apartheid Era,"Participation and success rates of black students at universities in South Africa are still very low compared to their white counterparts, particularly in mathematics and science, due to general economic disadvantage and a lack of qualified teachers and resources at high schools. The General Entry to Programmes in Science (GEPS) at the University of Cape Town is designed to increase the number of black students enrolling for a science degree and maximize their chances of graduating. Students in this program spend an extra year during which they participate in a number of ""intensive"" science courses including physics. The physics course is designed around three areas: ""in context"" mathematical techniques, problem-solving laboratories, and scientific writing skills. The physics course covers half of the material that is covered in the regular physics course after which students complete the remaining material in their second year at a similar pace to the regular students.",Saalih Allie,http://www.per-central.org/perc/2008/detail.cfm?ID=844,"University of Cape Town, South Africa",,2008
835,Targeted Poster,Lessons from the Adaptation and Implementation of a Non-Traditional Introductory Physics Course,"This poster reports on lessons learned from an adaptation of a non-traditional introductory calculus-based physics course for students in the biological sciences.  The poster will propose criteria for a successful adaptation/implementations, and then provide an analysis of how this particular adaptation and implementation met those criteria.  Lastly, the poster will explore how these results suggests practices that may improve the chances of further successful implementations of this particular curriculum.",Charles De Leone,http://www.per-central.org/perc/2008/detail.cfm?ID=835,"California State University, San Marcos","Catherine Ishakawa (University of California, Davis)
Edward Price (California State University, San Marcos)",2008
824,Targeted Poster,"Making Sense of Measurements, Making Sense of the Textbook","Students entering the special access course in physics at the University of Cape Town generally do not speak English as first language and have experienced poor science teaching. As a consequence they experience a range of difficulties in a number of areas related to learning physics. We discuss research carried out in two such areas (a) understanding of measurement and (b) engagement with the textbook. With regard to (a), an overview of the methodology, analysis framework and findings of previous work will be presented together with more recent preliminary findings regarding audience dependence when conveying measurement results. With regard to (b), the idea of writing chapter summaries was used to guide students through the book with the aim that the textbook would come to be valued as an accessible resource. Findings from the analysis of the student summaries and their attitudes toward summary writing will be presented.",Dedra Demaree,http://www.per-central.org/perc/2008/detail.cfm?ID=824,Oregon State University,"Saalih Allie (University of Cape Town, South Africa)
Julian Taylor (University of Cape Town, South Africa)
Fred Lubben (University of York, UK)
Andy Buffler (University of Cape Town, South Africa)",2008
826,Targeted Poster,New Research from Cross Culture Studies,"Student content knowledge and general reasoning abilities are two important areas in education practice and research. In this paper, we report one study of a systematic research to investigate the possible interactions between students' learning of physics content knowledge and the development of general scientific reasoning abilities. Specifically, this study seeks to answer the research question of whether and to what extent content learning may affect the development of general reasoning abilities. College entrance testing data of freshman college students in both USA and China were collected using three standardized tests, FCI, BEMA, and Lawson's Classroom Test of Scientific Reasoning (Lawson Test). The results suggest that years of rigorous training of physics knowledge in middle and high schools have made significant impact on Chinese students' ability in solving physics problems, while such training doesn't seem to have direct effects on their general ability in scientific reasoning, which was measured to be at the same level as that of the students in USA.",Kathy Koenig,http://www.per-central.org/perc/2008/detail.cfm?ID=826,Wright State University,"Lei Bao (The Ohio State University, Columbus, OH, USA)
Tianfang Cai (Beijing Jiaotong University, Beijing, China)",2008
830,Targeted Poster,Proving Process: Minority High Achievers in the Classroom,"This study of 110 minority physicists is based on four years of data collection (2004-2008) with the National Society of Black Physicists and the National Society of Hispanic Physicists. Through individual interviews and focus groups the research team sought to understand the academic, social and racial experiences of the participants. The primary purpose was to understand the nature of their interactions with faculty and peers inside and outside of the classroom, their experiences in physics programs, their racial experiences and the extent to which they were motivated by race to succeed as a scientist. In this poster session I report findings on the ""proving process"" and students' experiences with faculty in the classroom.",Toyia K. Younger,http://www.per-central.org/perc/2008/detail.cfm?ID=830,"University of Maryland, College Park","Sharon Fries-Britt
University of Maryland College Park
sfries@umd.edu",2008
848,Targeted Poster,"Reflective Problem Solving Skills are Essential for Learning, but It is not My Job to Teach Them","Students in introductory physics courses are expected to learn physics content through the process of solving problems.  In an interview study with six university physics faculty, we have identified an important conflict in the way that they view problem solving in the context of an introductory course.  Three important findings will be described in this poster: 1) physics instructors believe that student learning in a physics course primarily occurs when students generalize and refine their physics knowledge by reflectively solving physics problems; 2) physics instructors realize that most students do not possess the skills necessary to engage in reflective problem solving when they enter an introductory physics course; and 3) physics instructors do not expect and do not intervene to make students improve their reflective problem solving skills during the introductory physics course.  Suggestions will be made for how to help instructors resolve the conflict represented on one hand by their (correct) assessment that students do not have the skills necessary to engage in the primary learning activity of the course and on the other hand by their pessimistic estimation of students' ability to improve in these very skills.",Charles Henderson,http://www.per-central.org/perc/2008/detail.cfm?ID=848,Western Michigan University,"Edit Yerushalmi and Elisheva Cohen, Weizmann Institute,
Vince Kuo, Ken Heller and Pat Heller, University of Minnesota",2008
823,Targeted Poster,Similarities and Differences in Ideas Generated by Students: US Students vs. Tibetan Buddhist Monks,"We have used PER-based course materials to teach various physics topics to Tibetan Buddhist monks over the last four years.  While listening to the monks' ideas through interpreters, we found some striking similarities with ideas that we hear in our own classrooms in the US.  However, the degree of similarity of monks' ideas with those of US students varied with the topic.  For example, ideas that emerged in the topic of magnetism were often consistent with western ideas while ideas about color addition were sometimes strikingly different from ideas that American students use.  The monks' ways of talking lead us to believe that cultural background partially determines how they think initially about particular physics topics.  This poster will give examples of similarities and of differences, and attempt to identify reasons for both.",Andy Johnson,http://www.per-central.org/perc/2008/detail.cfm?ID=823,Black Hills State University,"Dewey Dykstra (Boise State University, Boise, ID)
Hunter Close (Seattle Pacific University, Seattle, WA)
Mel Sabella (Chicago State University, Chicago, IL)",2008
846,Targeted Poster,Strategy Writing and Conceptual Gains Among At-Risk Physics Students,"Many novice physics students studying mechanics, particularly those at risk for poor performance, do not attend to the physical principles behind the particular equations they use to solve problems.  This leads to the well-known novice behavior of preoccupation with the surface features of a problem rather than the cueing on deep conceptual structure exhibited by experts.  A small subset (N=50) of students pre-identified to be at risk for failing an introductory calculus-based physics class (N~1100) participated in a concurrent supplemental course designed to promote conceptual awareness and use in solving problems. The supplement requires students to explicitly identify the operative physical principle needed to solve the problem, provide a short justification explaining what features of the problem imply the principle is applicable, create a written procedure for solving the problem using said principle, and finally generate a fully worked solution with written explanations of each step.  We will discuss performance in: a) a problem categorization task involving sorting problems by operative physical principle and b) examinations in the introductory course.",Adam D. Smith,http://www.per-central.org/perc/2008/detail.cfm?ID=846,University of Illinois,"Gary Gladding, Jose Mestre and Robert Putman, University of Illinois, Urbana Champaign",2008
839,Targeted Poster,The Persistence of the Gender Gap in Introductory Physics,"We previously showed [1] that despite teaching with interactive engagement techniques, the gap in performance between males and females on conceptual learning surveys persisted from pre- to posttest, at our institution.  Such findings were counter to previously published work [2].  Subsequent work [3] suggested the gender gap may be attributable to differences in physics background. Our current work analyzes factors that may influence the observed gender gap in our courses.  We find that there are significant differences (p<0.05) between males and females on several measures of math and physics preparation, as well as attitudes about physics. Posttest conceptual assessment data are modeled using both multiple regression and logistic regression to estimate the gender gap in posttest scores after controlling for these prior factors. We find that at our institution the gender gap persists in interactive physics classes, but is largely due to differences in physics and math preparation and attitudes.

[1] Pollock, et al, Phys Rev: ST: PER 3, 010107. [2] Lorenzo, et al, Am J Phys 74, 118. [3] Kost, et al, PERC Proceedings 2007, 137.",Steven Pollock,http://www.per-central.org/perc/2008/detail.cfm?ID=839,University of Colorado,"Lauren Kost
Physics Department, University of Colorado
Lauren.Kost@colorado.edu",2008
827,Targeted Poster,Understanding Privilege: An Interactive Poster,"We are accustomed to talking and thinking about diversity issues in terms of the ism's such as racism, sexism, and classism.  The -ism lens, which focuses our attention on those who are oppressed, obscures a broader understanding.  Oppression can not exist without privilege.  When one group is denied opportunity, there is necessarily another which is advantaged.  Through the lens of privilege our focus is turned to those who benefit.  This new lens allows for new understandings.  In this interactive poster we will explore the concept of privilege.",Melissa H. Dancy,http://www.per-central.org/perc/2008/detail.cfm?ID=827,"University of North Carolina, Charlotte",,2008
831,Targeted Poster,Using Educational Reform as a Kernel for Growing Community at a Hispanic Serving Institution,"In 2004 Florida International University (FIU) began a physics education reform effort by implementing Modeling Instruction in university physics classes and holding Modeling Workshops for high school teachers as a way to increase participation in physics by underrepresented students.  By working at multiple levels, across high school and university, Modeling has become a common theme and has helped to establish a vibrant research and learning community.  The primary and secondary effects of Modeling Instruction within FIU (improved intro physics experience and participation in a learning community) have spurred greater participation in physics and increased persistence.  In this poster, we present the implementation of Modeling Instruction and discuss the impacts on the diverse population of students at FIU.",Eric Brewe,http://www.per-central.org/perc/2008/detail.cfm?ID=831,Florida International University,"Laird Kramer, George O'Brien
Florida International University",2008
822,Targeted Poster,Using PER Materials and Technology with Teachers of the Very Poor in Bangalore,Physics education research has shown that learning environments that engage students and allow them to take an active part in their learning can lead to large conceptual gains compared to traditional instruction.  Although curricular materials and real-time data collection tools developed by the Activity-based Physics group have been used all over the world there was some question whether such materials would be useful to teachers in Bangalore who teach the very poorest children. The Parikrma Foundation runs four schools near four of Bangalore?s worse slums and serves more than 800 children. The science teachers from the schools attended a two-week activity-based workshop where they used real-time data collection and explored multiple curricula. Interactive Lecture Demonstrations (ILDs) using real-time data logging were emphasized since they would be teaching in a one-computer classroom. This poster describes the workshop experience. Equipment was donated by Vernier Internat!,Ronald K. Thornton,http://www.per-central.org/perc/2008/detail.cfm?ID=822,Tufts University,,2008
832,Targeted Poster,Utilizing the Resources of Urban University Students to Develop Effective Instructional Environments,"Physics Education Researchers have provided instructors with (1) tools to assess student learning, (2) details on the state of student knowledge, and (3) instructional materials and learning environments that have proven to be effective in promoting understanding.  Unfortunately, the vast majority of this work has centered on students and instruction at the traditional research university. As instructors begin to implement innovative instructional materials, and as researchers begin to investigate student learning with diverse populations, complex differences emerge.  The use of traditional PER tools in non-traditional environments, such as the urban, comprehensive university, often leads to a very narrow picture of student development.  Often, this limited view highlights deficiencies in learning and fails to reveal the strengths and resources of this population.  In this poster we highlight some of the resources we have found with the population of students at urban institutions in Chicago.  In addition, we describe how these resources have guided the implementation of a specific type of instructional approach.",Mel S. Sabella,http://www.per-central.org/perc/2008/detail.cfm?ID=832,Chicago State University,"Kim Coble, and Samuel Bowen
Chicago State University",2008
807,Targeted Poster Session,"Applications of PER in Diverse Settings: Perspectives on Audience, Method and Implementation","Physics education research has traditionally not addressed variation in student population. Are the tools, practices, and findings of PER relevant, applicable and valid across populations? This session includes four PER groups working with underrepresented student populations differing by audience, method and implementation. Brewe, Kramer and OBrien at Florida International University, a Hispanic-Serving Institution, use reform to develop community; Sabella, Coble and Bowen of Chicago State University, a Black-Serving Institution, apply PER methods to identify underrepresented university students' resources; Finkelstein and Mayhew of the University of Colorado investigate impacts and institutional implications of informal education programs; Steinberg of City College of New York implements PER-based approaches as a science teacher at a mixed public high school in Harlem. These researchers are united by the goal of identifying problems within the structures of physics/science education relevant to encouraging student successes. These posters identify a diversity of approaches to improving educational opportunities for underrepresented student groups and limitations, challenges and opportunities for broadening inclusion.",Eric Brewe,http://www.per-central.org/perc/2008/detail.cfm?ID=807,Florida International University,"Laird Kramer, George OBrien
Florida International University

Mel S. Sabella, Kim Coble, and Samuel Bowen
Chicago State University

Noah Finkelstein and Laurel Mayhew
University of Colorado at Boulder

Richard Steinberg
City College of New York",2008
728,Targeted Poster Session,Developing Learning Skills in the Physics Classroom to Attend to Diverse Populations ,"Physics Instructors believe many students enter their classes lacking the learning skills required to perform well in the introductory physics course. Yet traditional university teaching typically does not attempt to develop students' learning skills required to benefit from the physics course. 
An essential skill mentioned frequently is reflection in problem solving while carrying out a paper pencil task or while performing an experiment.  Reflection upon the problem solving process in both types of tasks could include  evaluating one's own solution, self-diagnosing former steps while elaborating the understanding of the physics involved in the problem, as well as the perception that such behavior is constructive.  How do students entering the introductory physics classroom differ in their reflection in problem solving? To what extent does this distribution of skill predict students' ability to learn the material taught in the course? Does this skill improve as the students progress through  traditional university courses which  typically do not attempt to develop students' learning skills? How can we modify instruction to help develop these learning skills in students who need it while also benefiting the students who already possess these learning skills? 

The posters in the session will shed light on diverse aspects of the subject as follows: (1) the connection between learning skills and the achievements of the students in class, (2)  instructors' approaches regarding the development of these skills, (3) students' epistemic stance regarding learning from problem solving both while performing paper pencil tasks and performing experiments, and (4) possible interventions aimed to help students reflect upon the problem solving process in different situations.",E. Yerushalmi / C. Singh,http://www.per-central.org/perc/2008/detail.cfm?ID=728,Weizmann Institute of Science/University of Pittsburgh,,2008
797,Targeted Poster Session,"Does PER-Based Instruction Help Underrepresented Groups Succeed, and How Can It Do So Better?","An issue of widespread concern among physicists is the low representation of women and certain ethnic minorities in physics. As PER seeks to improve physics learning for all, we must ask whether PER-based instructional methods can also help ameliorate (or at least not aggravate) the underrepresentation of these groups. This poster session will facilitate a forward-looking discussion of how PER-based instruction can best foster the success of these groups by bringing together insights from work in three areas: (1) evaluating the success of underrepresented students with PER-based methods, (2) identifying barriers to these students' success in ordinary instructional environments, and (3) existing programs (not necessarily PER-based) aimed at improving the retention and learning of these underrepresented groups. After work in these three areas is presented and discussed, all attendees will participate in brainstorming future work that will identify strengths and weaknesses in the current PER-based methods, with the ultimate goal of developing improved instructional methods.",Catherine H. Crouch,http://www.per-central.org/perc/2008/detail.cfm?ID=797,Swarthmore College,see below,2008
810,Targeted Poster Session,Implementing PER in Other Cultures,"It is not obvious to what extent PER findings with English-speaking students apply to students from other cultures in other parts of the world and vice versa.  Some PER community members have experience that shed light on this issue, which includes anticipations concerning initial conceptions, typical student responses to PER-based instructional strategies, preparation and understanding of teachers, and lack of resources available to teachers to a degree not generally seen in the US.  Experiences, evidence, lessons learned and recommendations will be offered by the presenters in this targeted poster session.",Dewey Dykstra,http://www.per-central.org/perc/2008/detail.cfm?ID=810,Boise State University,"Andy Johnson, Black Hills State University; Ronald K. Thornton, Tufts University",2008
800,Targeted Poster Session,It Works There. Will It Work Here?,"This targeted poster session will focus on projects involving the use and/or adaptation of exemplary curricular materials at a wide variety of institutions. We will report on our successes, difficulties and insights gained in transplanting locally successful research-based materials and approaches.",Karen Cummings,http://www.per-central.org/perc/2008/detail.cfm?ID=800,Southern Connecticut State University,"Charles De Leone, Luanna Gomez, Leon Hsu, Steve Kanim, Michael Loverude",2008
809,Targeted Poster Session,Showing Ourselves Friendly: Addressing Race in Physics Culture,"It is said that if you want to be a friend, you must show yourself friendly.  This means that in order to forge a connection, we must deal with our own actions rather than the actions of those we want to befriend.  This years PERC has been organized around issues of diversity, and this targeted poster session focuses specifically on issues of race.  In order to show ourselves friendly in this context, we must examine our own behaviors and the effects they have on racial minorities.  Each poster in this session offers us an opportunity to examine our own contributions to the racial aspects of physics culture.  We hope that you will accept the invitation this opportunity extends, and share your ideas and experiences with us.",Melissa H. Dancy,http://www.per-central.org/perc/2008/detail.cfm?ID=809,Individual,,2008
731,Targeted Poster Session,Student Perspectives on Learning Physics and Their Learning of Force and Motion Concepts,"Considerable research and curriculum development has focused on students learning of force and motion concepts, yet research shows that many students fail to gain Newtonian-based understanding of force and motion concepts.  Researchers have demonstrated the connection between learning in physics and students personal epistemologies.  Yet this research has typically used time intensive qualitative methods or Likert scale surveys which can result in loss of meaning.  Thus this study used Q methodology, a sophisticated technique for determining the various perspectives on a topic by correlating people with similar views.  Four distinct perspectives about learning physics concepts in a first semester physics classroom were revealed with Q.  One of these four perspectives was positively correlated with the posttest scores on the Force and Motion Conceptual Evaluation (FMCE) while the remaining perspectives were negatively correlated with the FMCE posttest scores.  Implications of these results will be presented.",Susan Ramlo,http://www.per-central.org/perc/2008/detail.cfm?ID=731,The University of Akron,,2008
